Sensor1_HumedadEntrada,Sensor2_TemperaturaGases,Output_HumedadSalida
0.7757307327969416,156.91743782485676,0.07724525017246833
0.812161002686094,148.645724613518,0.061767348855248656
0.7383647202905256,140.33499766298857,0.09697555185878237
0.6811760301524437,142.0900148893014,0.30031325137671616
0.6991739426364514,148.63448756475591,0.4322658446729629
0.5721236470425158,161.1240958947016,0.5853852578651305
0.541878989091574,170.67210850117692,0.5619713149807466
0.4838246533959908,180.0595163630627,0.3962991300756751
0.3819840347926488,181.1269866702664,0.19550146623920608
0.4044423562776131,172.51986334578137,0.1129178286209387
0.40896826498958216,160.7903490086923,0.05788324545820942
0.41687488437134645,148.4138926305455,0.06379866949426637
0.4562670148010805,140.45420089353155,0.05060067348485178
0.47469312324339663,141.74006204679844,0.11975593240486433
0.5524466899668536,146.73821204374846,0.21656949041113166
0.5862134186383985,159.5822448750792,0.30953081480409445
0.6335940505467339,169.98464824351228,0.291536675947113
0.6916024829448699,178.317473948588,0.2664362338563191
0.7325611897710812,179.66317541779662,0.14265656886695197
0.8104030226168545,172.26109842206995,0.07581147175205856
0.7697085298188289,160.05091369553548,0.06069686512603717
0.7956920800720169,148.41469594821257,0.05342928050950922
0.7564849149935409,139.09300505623273,0.10645692405619205
0.7155040789894821,140.606307393526,0.22949803983789438
0.6890755447789835,147.5629433477153,0.47279187550235874
0.5912314526556947,159.34094030948543,0.5894790057719913
0.5504286323560043,172.3552836736632,0.5884678679879894
0.48319421656912764,178.16062299939776,0.4547255667332335
0.43515622301235657,178.41644947577566,0.22124660090015288
0.4557880792286988,169.66863580013995,0.0828109893214932
0.3711731650856926,159.70587681962385,0.06327571231033066
0.4355713334497181,147.1564574064369,0.042115028388570494
0.4513247324348099,141.05807260278658,0.10503464360902612
0.47285244964886963,140.02776162735447,0.14989953909533643
0.5707829714738427,148.34883719969974,0.29150401522055386
0.5630377977522292,159.85531423925764,0.26945291336188004
0.651368065729008,173.42774681889176,0.329565050560893
0.6933874063731129,179.51834830635627,0.25000938084121627
0.7700450681724186,177.18149245334078,0.15456512867360475
0.7679500212352871,170.49081620174678,0.06390693857934003
0.8086612789348264,160.05520800899237,0.029277970547438182
0.7864825749425997,147.3144470057579,0.06297172076618993
0.7522163200218678,138.01050124386109,0.09530414500644682
0.7253299953791609,142.32841598793067,0.24923064175563758
0.6564309663962283,148.96451897105592,0.470019556796997
0.5782273031388193,160.52097687349175,0.6166626416532486
0.5942240609177105,171.1483820003785,0.5624801799311652
0.4726996058809226,179.44880709691301,0.42290991742551426
0.3938444195219701,178.3167700016822,0.19891386314995807
0.39294672294654154,171.96056234606718,0.09605851495494494
0.3746544662325454,159.0794167741636,0.05056400126878105
0.4263116090617795,149.76058340470655,0.06859851929451556
0.4446296543168423,139.4086330200151,0.05630089094119488
0.4904172055773121,142.21115350360776,0.12624277545818163
0.5307961518082651,148.2832107821678,0.20167192949076743
0.5944129950588615,159.510533004658,0.28774711687394355
0.6543847768028362,171.92270796754522,0.296748008642499
0.7159331867757851,179.75447833308127,0.2461629301426952
0.7785100675822859,180.3878770625975,0.1522206472961765
0.7969328115091376,172.06884806898302,0.09755113401842642
0.8100022565924174,159.1093039147377,0.05296603496465495
0.8002024814240148,148.29992507791636,0.05072179838715609
0.7794922476226246,142.79566291075932,0.10905560372615837
0.7233200512892998,142.32654775960955,0.24961012695838536
0.6689803603285677,149.15305843227495,0.4363376892349984
0.6237761248238634,160.79568702012236,0.5804611040343809
0.5248956827649488,172.45515513645591,0.5556559172854358
0.4653280979424753,180.17988516041294,0.4211247488735365
0.4144781691412732,178.56450154018117,0.21201813269402844
